date,num
2024/04/03,0
2024/04/04,1
2024/04/05,0
2024/04/06,1
2024/04/07,0
2024/04/08,0
2024/04/09,1
2024/04/10,0
2024/04/11,0
2024/04/12,0
2024/04/13,1
2024/04/14,0
2024/04/15,0
2024/04/16,0
2024/04/17,0
2024/04/18,0
2024/04/19,0
2024/04/20,0
2024/04/21,0
2024/04/22,1
2024/04/23,0
2024/04/24,1
2024/04/25,0
2024/04/26,0
2024/04/27,1
2024/04/28,0
2024/04/29,0
2024/04/30,0
2024/05/01,0
2024/05/02,0
2024/05/03,0
2024/05/04,0
2024/05/05,1
2024/05/06,2
2024/05/07,1
2024/05/08,0
2024/05/09,0
2024/05/10,0
2024/05/11,0
2024/05/12,0
2024/05/13,0
2024/05/14,0
2024/05/15,1
2024/05/16,0
2024/05/17,0
2024/05/18,1
2024/05/19,0
2024/05/20,0
2024/05/21,0
2024/05/22,0
2024/05/23,0
2024/05/24,0
2024/05/25,0
2024/05/26,0
2024/05/27,0
2024/05/28,0
2024/05/29,0
2024/05/30,1
2024/05/31,0
2024/06/01,0
2024/06/02,0
2024/06/03,0
2024/06/04,0
2024/06/05,0
2024/06/06,1
2024/06/07,0
2024/06/08,0
2024/06/09,0
2024/06/10,0
2024/06/11,0
2024/06/12,1
2024/06/13,1
2024/06/14,0
2024/06/15,0
2024/06/16,0
2024/06/17,2
2024/06/18,0
2024/06/19,1
2024/06/20,0
2024/06/21,1
2024/06/22,1
2024/06/23,1
2024/06/24,0
2024/06/25,0
2024/06/26,1
2024/06/27,1
2024/06/28,0
2024/06/29,0
2024/06/30,1
2024/07/01,0
2024/07/02,0
2024/07/03,1
2024/07/04,0
2024/07/05,0
2024/07/06,1
2024/07/07,0
2024/07/08,0
2024/07/09,0
2024/07/10,0
2024/07/11,0
2024/07/12,0
2024/07/13,0
2024/07/14,1
2024/07/15,0
2024/07/16,0
2024/07/17,0
2024/07/18,0
2024/07/19,0
2024/07/20,0
2024/07/21,0
2024/07/22,1
2024/07/23,0
2024/07/24,0
2024/07/25,0
2024/07/26,1
2024/07/27,0
2024/07/28,1
2024/07/29,0
2024/07/30,0
2024/07/31,0
2024/08/01,0
2024/08/02,0
2024/08/03,1
2024/08/04,0
2024/08/05,0
2024/08/06,1
2024/08/07,0
2024/08/08,0
2024/08/09,0
2024/08/10,1
2024/08/11,0
2024/08/12,0
2024/08/13,1
2024/08/14,1
2024/08/15,0
2024/08/16,0
2024/08/17,0
2024/08/18,1
2024/08/19,1
2024/08/20,0
2024/08/21,0
2024/08/22,0
2024/08/23,0
2024/08/24,1
2024/08/25,1
2024/08/26,0
2024/08/27,0
2024/08/28,0
2024/08/29,1
2024/08/30,0
2024/08/31,1
2024/09/01,
2024/09/02,
2024/09/03,
2024/09/04,
2024/09/05,
2024/09/06,
2024/09/07,
2024/09/08,
2024/09/09,
2024/09/10,
2024/09/11,
2024/09/12,
2024/09/13,
2024/09/14,
2024/09/15,
2024/09/16,
2024/09/17,
2024/09/18,
2024/09/19,
2024/09/20,
2024/09/21,
2024/09/22,
2024/09/23,
2024/09/24,
2024/09/25,
2024/09/26,
2024/09/27,
2024/09/28,
2024/09/29,
2024/09/30,
